picture_height,payment_MLATB,condition,sold_quantity,available_quantity,automatic_relist,title_length,picture_width,listing_type_id,payment_MLAOT,shipping_mode_binary
500.0,0,1,0,10,0,46,308.0,bronze,0,1
375.0,1,1,3,1,1,51,500.0,gold_special,1,0
375.0,0,0,0,1,0,40,500.0,free,0,0
240.0,0,0,0,1,0,53,160.0,bronze,0,1
375.0,0,0,0,1,0,54,500.0,free,0,0
500.0,0,1,1,99,0,39,500.0,bronze,0,0
118.0,1,1,0,1,0,43,160.0,bronze,1,1
375.0,0,0,0,1,0,52,500.0,bronze,0,1
375.0,1,1,5,25,1,46,500.0,gold,0,0
375.0,0,0,0,1,0,54,500.0,free,0,0
500.0,0,1,2,1,0,27,280.0,bronze,0,0
500.0,0,1,0,100,0,33,375.0,bronze,0,0
210.0,0,1,97,1,0,57,210.0,silver,0,1
375.0,0,1,0,1,0,41,500.0,bronze,0,0
237.0,0,1,0,1,0,59,500.0,silver,0,0
500.0,0,0,0,1,0,56,443.0,bronze,1,1
500.0,0,0,0,2,0,36,281.0,bronze,0,0
500.0,0,1,0,1,0,52,333.0,bronze,0,0
281.0,0,1,0,1,0,45,500.0,free,0,0
375.0,1,0,0,1,0,57,500.0,bronze,0,1
500.0,0,0,0,1,0,17,375.0,free,0,1
225.0,1,1,0,499,0,59,225.0,bronze,1,0
500.0,1,1,0,1,0,53,500.0,bronze,1,0
281.0,0,0,0,1,0,22,500.0,free,0,1
500.0,0,0,0,1,0,42,300.0,free,0,1
375.0,0,0,0,1,0,25,500.0,free,0,1
240.0,0,0,0,1,0,60,320.0,bronze,0,1
292.0,0,1,0,6,0,49,500.0,bronze,0,1
500.0,0,0,0,1,0,60,375.0,bronze,0,0
400.0,1,1,1,217,1,59,400.0,gold_special,1,1
366.0,0,1,1,1,0,57,500.0,silver,0,1
340.0,1,1,0,123,0,60,410.0,bronze,0,1
500.0,1,0,0,1,0,36,500.0,bronze,0,1
231.0,0,1,0,3,0,54,197.0,bronze,0,1
500.0,0,1,0,100,0,42,364.0,bronze,0,0
342.0,1,0,1,1000,0,40,490.0,free,1,0
172.0,1,0,0,1,0,26,500.0,free,1,0
375.0,1,0,0,1,0,49,500.0,bronze,0,1
500.0,0,0,1,1,0,29,375.0,free,0,1
500.0,1,0,0,1,0,45,375.0,bronze,0,0
500.0,1,1,45,2,0,57,500.0,silver,1,1
375.0,0,0,0,1,0,22,500.0,bronze,0,1
375.0,0,1,3,2,0,58,500.0,bronze,0,0
235.0,0,0,0,1,0,60,300.0,bronze,0,1
281.0,0,1,0,1,0,29,500.0,bronze,0,0
375.0,0,0,1,1,0,42,500.0,free,0,0
333.0,1,1,0,1,0,56,288.0,bronze,0,1
170.0,0,1,0,49,0,55,336.0,bronze,0,0
369.0,1,1,0,4,0,42,499.0,bronze,0,1
369.0,1,1,0,4,0,42,499.0,bronze,0,1
369.0,1,1,0,4,0,42,499.0,bronze,0,1
369.0,1,1,0,4,0,42,499.0,bronze,0,1
500.0,0,0,0,1,0,44,280.0,free,0,0
500.0,0,0,0,1,0,50,375.0,bronze,0,1
500.0,0,0,0,1,0,53,375.0,bronze,0,1
500.0,1,1,0,5,0,60,374.0,bronze,0,1
375.0,0,1,0,2,1,59,500.0,gold_special,0,0
458.0,1,1,1,5,0,52,458.0,silver,0,0
85.0,0,1,0,1,0,38,499.0,bronze,0,0
375.0,0,0,0,1,0,26,500.0,bronze,0,0
500.0,1,1,2,1,0,58,375.0,bronze,1,1
500.0,0,0,0,1,0,50,331.0,free,0,1
289.0,1,1,0,1,0,38,500.0,bronze,1,0
333.0,1,1,0,1,0,37,500.0,bronze,0,0
500.0,0,1,0,25,1,49,411.0,gold_special,0,0
394.0,0,1,0,2,0,47,500.0,bronze,0,1
500.0,1,0,0,1,0,49,375.0,bronze,0,1
500.0,0,0,0,1,0,26,375.0,free,0,1
500.0,1,1,0,1,0,36,333.0,silver,0,1
500.0,0,1,0,1,0,52,333.0,bronze,0,0
110.0,0,1,0,1,0,56,500.0,bronze,0,1
375.0,0,1,0,1,0,44,500.0,free,0,0
350.0,1,1,0,1,0,29,350.0,bronze,1,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,1,12,22,0,37,500.0,bronze,0,0
500.0,1,0,0,1,0,60,500.0,bronze,0,0
500.0,1,0,0,1,0,45,333.0,bronze,0,1
294.0,1,1,0,10,0,57,262.0,bronze,0,0
450.0,1,0,0,1,0,34,450.0,free,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
270.0,1,1,0,7,0,45,202.0,bronze,0,0
500.0,1,0,0,1,0,58,375.0,bronze,0,1
375.0,0,1,0,1,0,50,500.0,bronze,0,1
500.0,0,1,0,1,0,26,375.0,bronze,0,1
375.0,1,0,0,1,0,52,500.0,free,0,0
115.0,0,1,0,1,0,31,81.0,bronze,0,1
375.0,1,0,0,2,0,55,500.0,bronze,0,0
375.0,1,0,0,2,0,55,500.0,bronze,0,0
375.0,1,0,0,1,0,48,500.0,free,0,1
500.0,1,1,0,30,1,60,500.0,gold_special,0,1
242.0,1,1,0,1,0,57,300.0,bronze,0,0
316.0,0,0,0,1,0,59,500.0,free,0,1
373.0,1,1,0,3,0,58,500.0,silver,1,1
375.0,0,0,0,1,0,32,500.0,free,0,0
500.0,1,0,0,1,0,36,375.0,bronze,0,0
500.0,1,1,0,1,0,50,333.0,bronze,1,1
375.0,1,1,0,1,0,59,500.0,bronze,1,0
500.0,1,1,0,1,0,35,385.0,bronze,1,1
500.0,0,1,0,1,0,37,375.0,bronze,0,0
500.0,1,1,0,2,0,37,427.0,bronze,0,0
336.0,0,1,1,9,0,60,448.0,bronze,1,1
280.0,1,0,0,1,0,59,500.0,free,0,1
500.0,0,0,0,1,0,19,500.0,free,0,0
500.0,1,1,0,1,0,58,294.0,bronze,0,1
374.0,0,1,0,1,0,38,500.0,bronze,0,1
375.0,0,1,0,20,0,60,500.0,bronze,0,0
500.0,1,0,0,1,0,59,232.0,bronze,1,0
500.0,0,1,0,10,0,51,305.0,bronze,0,0
500.0,0,1,2,15,0,37,375.0,bronze,0,0
500.0,0,0,0,1,0,49,375.0,free,0,1
255.0,0,1,0,360,1,42,255.0,gold_special,1,0
260.0,1,0,1,3,0,57,350.0,bronze,1,0
500.0,0,0,0,1,0,56,375.0,free,0,0
500.0,1,0,0,1,0,58,326.0,bronze,0,1
500.0,1,1,4,3,0,57,370.0,silver,1,0
500.0,1,0,0,1,0,38,375.0,free,1,0
328.0,1,1,2,3,0,50,500.0,bronze,1,0
500.0,0,0,0,1,0,25,375.0,bronze,0,1
500.0,1,0,0,1,0,57,332.0,bronze,1,1
279.0,1,1,0,1,0,57,181.0,bronze,1,1
208.0,1,1,0,1,0,51,243.0,bronze,0,1
500.0,0,1,0,1,0,24,375.0,bronze,0,0
500.0,1,0,0,1,0,28,374.0,bronze,0,1
200.0,1,1,0,2,0,51,200.0,bronze,0,1
487.0,1,1,1,3,0,42,500.0,bronze,1,1
500.0,0,0,0,1,0,52,281.0,free,0,0
379.0,0,0,0,1,0,40,264.0,bronze,0,1
375.0,1,1,0,10,0,59,500.0,bronze,1,1
500.0,1,1,0,1,0,26,375.0,bronze,1,1
410.0,1,0,0,1,0,46,500.0,free,0,1
278.0,0,1,0,14,0,55,182.0,bronze,0,0
460.0,1,1,0,3,0,49,288.0,bronze,0,1
375.0,1,1,0,2,0,59,500.0,bronze,1,0
236.0,1,1,0,1,0,60,380.0,bronze,1,1
416.0,1,1,0,3,0,58,500.0,bronze,0,1
500.0,0,1,0,12,0,31,300.0,bronze,0,0
400.0,0,1,0,2,1,39,400.0,silver,0,1
250.0,0,0,0,1,0,39,250.0,bronze,0,1
183.0,0,0,0,4,0,34,275.0,gold,0,1
375.0,0,0,0,1,0,16,500.0,bronze,0,0
400.0,1,1,0,2,0,50,284.0,bronze,1,1
375.0,1,1,0,3,0,50,500.0,bronze,0,0
500.0,1,0,0,1,0,59,375.0,bronze,1,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
500.0,0,1,0,50,0,16,500.0,bronze,0,1
389.0,0,0,0,1,0,46,240.0,bronze,0,0
375.0,0,1,0,2,0,44,500.0,bronze,0,0
500.0,1,0,0,1,0,44,375.0,bronze,0,0
326.0,0,1,0,1,0,56,326.0,bronze,0,1
500.0,1,0,0,1,0,34,375.0,bronze,0,0
268.0,1,1,0,1,0,43,175.0,bronze,0,1
500.0,0,0,0,1,0,60,349.0,bronze,0,1
285.0,0,0,0,1,0,60,500.0,gold_premium,0,0
375.0,1,1,1,1,0,53,500.0,bronze,0,1
500.0,1,1,0,1,0,42,500.0,bronze,0,1
375.0,0,0,0,1,0,36,500.0,bronze,0,0
500.0,0,1,224,9,0,60,500.0,gold,0,1
500.0,0,0,0,1,0,29,375.0,bronze,0,0
415.0,1,1,0,1,0,43,420.0,bronze,1,1
224.0,0,1,0,1,0,54,224.0,bronze,0,0
188.0,0,1,0,3,0,33,300.0,bronze,0,1
375.0,1,0,0,1,0,27,500.0,bronze,1,1
375.0,1,0,0,1,0,56,500.0,bronze,1,1
335.0,0,1,0,1,0,28,380.0,bronze,0,0
500.0,0,1,2,6,0,29,212.0,silver,0,0
225.0,0,1,0,1,0,51,225.0,bronze,0,1
489.0,1,0,0,1,0,60,500.0,bronze,0,0
333.0,1,1,0,1,0,53,500.0,bronze,0,0
500.0,1,0,0,1,0,45,375.0,bronze,0,0
500.0,0,0,0,1,0,54,375.0,free,0,0
473.0,0,1,0,996,0,55,473.0,bronze,0,0
500.0,1,0,0,1,0,32,373.0,free,0,1
500.0,0,1,0,35,0,39,500.0,bronze,0,1
375.0,1,0,0,1,0,54,500.0,free,0,1
202.0,1,1,0,1,0,35,500.0,bronze,1,1
500.0,0,1,0,10,1,49,500.0,gold_special,0,1
500.0,0,0,0,1,0,60,338.0,free,0,0
375.0,1,0,0,1,0,46,500.0,bronze,0,1
364.0,1,1,0,100,0,38,500.0,bronze,0,1
280.0,1,0,0,1,0,50,500.0,free,0,1
439.0,1,0,0,1,0,44,441.0,bronze,1,1
200.0,1,1,0,10,0,33,200.0,bronze,1,0
500.0,0,0,0,1,0,57,375.0,free,0,0
375.0,0,0,0,1,0,55,500.0,bronze,0,0
500.0,0,1,0,1,0,51,464.0,free,0,1
500.0,1,0,0,1,0,39,375.0,bronze,0,1
500.0,1,1,0,2,0,48,314.0,bronze,1,1
350.0,0,1,0,1,0,60,250.0,bronze,0,1
500.0,0,0,0,1,0,28,375.0,free,0,0
450.0,1,1,0,2,0,52,451.0,bronze,0,1
500.0,1,0,0,1,0,36,289.0,bronze,0,0
375.0,0,1,0,1,0,22,500.0,bronze,1,1
400.0,1,1,1,1,0,55,400.0,silver,1,0
500.0,1,1,4,1,1,51,500.0,gold,1,0
500.0,1,1,0,2,0,52,500.0,silver,0,1
500.0,0,1,0,1,0,24,375.0,free,0,0
275.0,0,0,2,8,0,25,206.0,free,1,0
385.0,1,1,0,1,0,60,500.0,bronze,1,1
281.0,0,0,0,1,0,60,500.0,free,0,0
375.0,0,1,0,1,0,40,500.0,bronze,0,0
375.0,0,0,0,1,0,33,500.0,free,1,1
457.0,1,1,1,29,1,56,500.0,gold_special,1,1
457.0,1,1,1,29,1,56,500.0,gold_special,1,1
457.0,1,1,1,29,1,56,500.0,gold_special,1,1
353.0,0,0,0,1,0,60,500.0,free,0,0
500.0,0,0,0,1,0,20,281.0,free,0,1
500.0,0,0,0,1,0,49,300.0,bronze,0,1
331.0,0,0,0,1,0,52,500.0,free,0,1
400.0,0,1,0,10,0,60,400.0,bronze,0,1
375.0,1,0,0,1,0,54,500.0,bronze,0,1
499.0,0,1,0,15,0,43,258.0,bronze,0,0
132.0,0,0,0,1,0,42,93.0,bronze,0,1
333.0,0,1,0,1,0,21,500.0,bronze,0,0
500.0,0,0,0,1,0,38,348.0,bronze,0,0
500.0,1,1,4,2,0,59,396.0,bronze,1,1
500.0,0,1,0,1,0,59,500.0,bronze,0,0
375.0,1,1,1,99,0,58,500.0,silver,1,1
281.0,1,0,0,1,0,19,500.0,free,1,1
500.0,0,1,1,1,0,43,353.0,silver,0,0
375.0,0,1,0,1,0,31,500.0,bronze,0,0
176.0,1,1,0,3,0,35,175.0,bronze,0,1
375.0,1,0,0,1,0,57,500.0,bronze,1,1
500.0,1,1,0,3,1,56,378.0,silver,0,1
500.0,1,1,95,8,0,16,477.0,silver,0,0
375.0,1,1,0,1,0,41,500.0,bronze,0,1
500.0,1,0,0,1,0,59,434.0,bronze,1,0
500.0,1,1,0,52,0,39,82.0,bronze,1,0
500.0,0,0,0,1,0,52,360.0,silver,0,1
500.0,0,0,0,1,0,11,280.0,free,0,0
500.0,1,0,0,1,0,59,375.0,free,0,1
250.0,1,0,1,1,0,33,250.0,bronze,0,1
375.0,0,1,0,1,1,37,500.0,silver,0,0
375.0,1,1,0,1,0,54,500.0,silver,1,0
500.0,1,0,0,1,0,39,375.0,bronze,0,1
500.0,1,1,5,1,0,57,452.0,silver,1,1
500.0,0,1,7,1,0,41,375.0,silver,0,1
500.0,1,1,0,10,1,56,500.0,gold_special,0,1
500.0,0,1,0,1,0,54,327.0,bronze,0,1
375.0,0,0,0,1,0,34,500.0,free,0,0
500.0,1,1,1,1,0,45,500.0,bronze,0,0
500.0,0,0,0,1,0,10,375.0,free,0,0
281.0,0,0,0,1,0,47,500.0,silver,0,0
233.0,1,1,0,100,0,57,500.0,bronze,1,0
499.0,1,1,0,1,0,60,330.0,bronze,0,1
375.0,0,0,0,1,0,36,500.0,bronze,0,1
500.0,1,1,0,500,0,58,500.0,bronze,1,1
373.0,0,1,0,3,0,54,500.0,bronze,0,1
375.0,1,1,0,1,0,40,500.0,bronze,0,0
281.0,1,0,0,2,0,57,500.0,bronze,1,1
500.0,1,0,0,1,0,60,375.0,bronze,1,1
306.0,1,1,19,2,0,60,500.0,silver,0,1
281.0,0,0,0,1,0,25,500.0,gold,0,0
500.0,0,0,0,1,0,58,375.0,free,0,1
500.0,1,1,0,9,1,52,500.0,gold_special,1,1
378.0,1,1,1,4,0,48,500.0,bronze,0,1
374.0,1,0,0,1,0,20,500.0,bronze,0,0
500.0,1,1,0,4,1,31,500.0,gold,1,1
500.0,0,0,0,1,0,50,375.0,free,0,0
425.0,1,1,2,18,0,48,500.0,bronze,1,1
375.0,0,0,0,1,0,41,500.0,bronze,0,0
500.0,0,0,0,1,0,54,375.0,free,0,0
375.0,1,0,1,1,0,41,500.0,bronze,0,1
375.0,1,0,1,1,0,41,500.0,bronze,0,1
500.0,1,1,0,5,1,54,500.0,gold_special,0,1
375.0,1,1,0,4,0,33,500.0,bronze,1,0
333.0,0,0,0,2,0,53,499.0,bronze,0,1
500.0,1,1,4,2,1,56,428.0,gold,0,1
500.0,1,1,12,1,0,57,448.0,bronze,0,0
375.0,0,1,4,1,0,60,500.0,bronze,0,0
418.0,1,1,6,90,0,31,500.0,bronze,0,1
500.0,0,1,6,1,0,60,339.0,silver,0,1
375.0,0,0,0,1,0,16,500.0,bronze,0,0
500.0,1,1,0,1,0,57,363.0,bronze,0,1
141.0,1,1,0,2,0,47,100.0,bronze,0,1
332.0,0,0,0,1,0,40,500.0,bronze,0,0
333.0,1,0,0,1,0,41,500.0,free,1,1
340.0,1,1,0,1,0,55,500.0,bronze,1,0
281.0,0,1,1,4,0,22,500.0,bronze,0,1
375.0,0,0,0,1,0,24,500.0,bronze,0,1
375.0,1,0,0,1,0,59,500.0,bronze,0,1
377.0,1,1,0,10,0,60,500.0,bronze,0,1
194.0,1,1,0,100,0,20,259.0,bronze,1,0
500.0,0,1,0,6,0,55,500.0,bronze,0,1
500.0,0,0,0,1,0,58,500.0,free,0,0
375.0,1,0,1,1,0,58,500.0,bronze,0,0
281.0,0,0,0,1,0,19,500.0,free,0,0
332.0,0,0,0,1,0,32,500.0,bronze,0,0
500.0,1,1,0,3,0,55,467.0,bronze,0,1
500.0,1,1,0,3,0,55,467.0,bronze,0,1
304.0,1,1,0,198,1,57,450.0,gold_special,1,1
500.0,1,0,0,1,0,40,498.0,bronze,0,0
500.0,1,1,0,1,0,44,497.0,bronze,1,0
375.0,0,1,0,1,0,60,500.0,bronze,0,0
282.0,0,1,0,1,0,60,500.0,free,0,0
500.0,0,0,0,1,0,48,281.0,free,0,0
181.0,0,1,0,5,1,33,244.0,gold_special,0,0
425.0,0,0,0,1,0,52,240.0,bronze,0,0
500.0,0,0,0,1,0,47,324.0,free,0,1
500.0,1,1,0,1,0,43,492.0,free,0,0
500.0,1,0,0,1,0,55,401.0,bronze,0,0
375.0,0,0,0,1,0,29,500.0,free,0,0
159.0,0,0,0,1,0,31,213.0,bronze,0,0
375.0,0,1,0,1,0,50,500.0,bronze,0,1
375.0,0,1,1,98,0,55,500.0,gold_premium,0,1
321.0,0,1,0,1,0,53,500.0,bronze,0,0
375.0,0,0,0,1,0,50,500.0,gold,0,0
253.0,1,1,0,2,0,43,500.0,bronze,1,0
211.0,1,1,0,2,1,47,210.0,silver,1,1
500.0,0,0,0,1,0,20,375.0,free,0,0
500.0,1,1,0,999,0,59,433.0,bronze,1,1
375.0,1,0,0,1,0,34,500.0,free,0,1
500.0,1,1,7,9,0,60,500.0,silver,1,1
500.0,1,1,0,2,0,59,500.0,silver,1,0
280.0,0,1,0,1,1,23,265.0,silver,0,1
500.0,0,0,0,1,0,42,375.0,free,0,1
333.0,1,0,0,1,0,33,500.0,free,1,1
500.0,1,0,0,1,0,53,375.0,bronze,0,1
360.0,1,1,0,1,0,60,500.0,silver,0,0
500.0,0,1,7,5,1,56,500.0,silver,0,0
345.0,0,1,0,1,0,58,232.0,bronze,0,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
500.0,1,1,1,27,1,57,329.0,gold_special,1,1
332.0,0,0,0,1,0,45,500.0,free,0,0
500.0,0,0,0,1,0,57,281.0,free,1,1
302.0,0,0,0,1,0,57,500.0,bronze,0,0
500.0,1,0,0,1,0,27,375.0,bronze,0,0
375.0,0,0,0,1,0,18,500.0,bronze,0,1
225.0,0,0,0,1,0,29,225.0,free,0,0
500.0,0,1,1,1,0,26,375.0,bronze,0,1
190.0,1,1,0,1,0,52,500.0,bronze,0,0
500.0,0,1,0,1,0,28,375.0,bronze,1,0
225.0,0,0,0,1,0,45,225.0,free,0,0
400.0,1,1,0,100,0,58,400.0,bronze,1,1
375.0,0,1,0,5,0,47,500.0,silver,0,1
500.0,1,1,0,2,0,58,443.0,silver,1,0
500.0,0,0,0,1,0,41,352.0,bronze,0,0
374.0,1,1,0,2,0,58,500.0,bronze,1,0
500.0,0,1,0,1,0,42,500.0,bronze,0,0
375.0,0,0,0,1,0,52,500.0,bronze,0,0
375.0,0,1,0,1,0,60,500.0,bronze,0,0
500.0,1,0,0,1,0,60,496.0,bronze,0,1
500.0,1,0,0,1,0,58,332.0,bronze,0,1
500.0,1,1,60,749,1,57,360.0,silver,0,0
500.0,0,1,0,6,0,54,375.0,bronze,1,0
500.0,1,0,0,1,0,57,375.0,free,1,0
500.0,0,0,0,1,0,19,375.0,free,0,0
500.0,0,0,0,1,0,27,435.0,bronze,0,0
500.0,1,1,0,6,0,60,500.0,silver,1,1
500.0,0,0,0,1,0,45,375.0,silver,0,1
500.0,0,1,0,4,0,57,324.0,bronze,0,0
500.0,1,1,0,212,1,26,500.0,gold_special,0,1
375.0,1,1,0,1,0,60,500.0,bronze,0,1
500.0,0,1,0,1,0,45,324.0,bronze,0,0
400.0,0,1,0,10,1,46,400.0,gold_special,0,1
500.0,0,0,0,1,0,25,375.0,free,0,0
500.0,0,1,0,1,0,58,500.0,silver,0,0
214.0,1,1,0,1,0,43,243.0,bronze,0,0
424.0,0,0,0,1,0,57,500.0,bronze,0,1
350.0,1,0,0,1,0,51,500.0,free,1,1
500.0,0,1,0,1,0,60,323.0,bronze,0,1
500.0,1,0,0,1,0,54,375.0,bronze,1,1
375.0,1,1,0,1,0,60,500.0,bronze,1,0
500.0,1,1,0,998,0,57,500.0,bronze,1,1
500.0,1,0,0,1,0,22,375.0,free,0,1
500.0,1,1,0,10,0,37,333.0,bronze,0,0
375.0,0,1,0,1,0,25,500.0,bronze,0,0
214.0,1,1,0,1,0,44,500.0,silver,1,1
396.0,1,0,0,1,0,60,500.0,free,0,0
375.0,0,1,1,100,0,19,500.0,bronze,0,0
336.0,0,1,3,1,0,29,448.0,bronze,0,0
500.0,0,0,0,1,0,45,375.0,free,0,0
281.0,0,1,0,1,0,21,500.0,bronze,0,0
500.0,0,0,0,1,0,44,375.0,free,0,0
500.0,0,0,0,1,0,60,342.0,free,0,0
500.0,0,0,0,1,0,12,281.0,free,0,0
282.0,1,0,0,1,0,16,500.0,free,1,1
500.0,0,0,0,1,0,44,281.0,free,0,0
500.0,0,0,0,1,0,39,375.0,bronze,0,1
500.0,1,1,0,1,0,53,326.0,bronze,0,0
500.0,0,1,0,4,0,55,375.0,bronze,0,0
268.0,1,1,2,1,0,55,350.0,bronze,0,1
500.0,0,0,0,1,0,50,375.0,bronze,0,1
500.0,1,1,4,1,0,31,400.0,silver,0,1
500.0,0,1,0,1,0,50,281.0,bronze,0,0
500.0,1,1,2,997,0,60,500.0,gold,1,1
500.0,0,0,0,1,0,46,375.0,bronze,0,1
290.0,1,1,0,20,0,57,290.0,bronze,0,1
500.0,0,0,0,1,0,37,375.0,free,0,0
282.0,0,1,1,9,0,59,274.0,bronze,0,0
70.0,0,1,0,1,0,49,159.0,bronze,0,1
282.0,1,1,1,1,0,54,179.0,bronze,0,1
500.0,1,1,0,1,0,53,300.0,silver,0,0
500.0,1,0,0,2,0,57,281.0,free,0,0
375.0,0,1,0,1,0,43,500.0,bronze,0,1
212.0,0,1,2,1,0,44,300.0,bronze,0,1
500.0,0,1,0,1,0,30,280.0,bronze,0,1
500.0,1,0,0,1,0,21,403.0,bronze,0,1
500.0,1,1,1,1,0,48,386.0,bronze,1,0
281.0,0,1,0,1,0,17,500.0,bronze,0,1
139.0,1,1,0,3,1,54,288.0,gold_special,1,1
500.0,0,1,0,4,0,57,500.0,silver,0,1
317.0,1,0,0,1,0,60,500.0,bronze,0,1
459.0,0,0,0,1,0,59,500.0,bronze,0,0
280.0,0,0,0,1,0,13,500.0,bronze,0,1
500.0,1,1,7,4,0,18,500.0,bronze,0,1
333.0,0,1,0,1,0,60,500.0,bronze,0,0
300.0,0,0,0,1,0,57,500.0,free,0,0
500.0,1,0,0,1,0,47,281.0,bronze,0,0
492.0,1,1,2,1,0,59,500.0,silver,1,1
446.0,1,1,0,1,0,60,445.0,bronze,1,1
300.0,0,1,0,1,0,59,300.0,bronze,0,1
300.0,1,1,1,8,0,18,300.0,bronze,0,0
231.0,0,1,0,1,0,60,151.0,bronze,0,1
375.0,0,0,0,1,0,31,500.0,bronze,0,1
340.0,1,1,0,123,0,51,410.0,bronze,0,1
338.0,1,1,0,249,0,59,394.0,bronze,0,0
338.0,1,1,0,249,0,59,394.0,bronze,0,0
338.0,1,1,0,249,0,59,394.0,bronze,0,0
338.0,1,1,0,249,0,59,394.0,bronze,0,0
338.0,1,1,0,249,0,59,394.0,bronze,0,0
375.0,0,0,0,1,0,33,500.0,free,0,0
500.0,0,1,0,1,0,29,281.0,silver,0,0
500.0,1,1,0,7,0,39,329.0,bronze,0,0
437.0,1,1,11,3,0,57,500.0,silver,1,1
422.0,1,1,0,2,0,58,500.0,bronze,1,1
500.0,1,1,2,9997,1,59,500.0,gold_special,0,1
400.0,1,1,0,12,1,54,500.0,gold_special,1,0
357.0,1,1,0,10,0,60,500.0,bronze,0,1
500.0,0,0,0,1,0,28,375.0,free,0,0
375.0,0,0,0,1,0,37,500.0,silver,0,0
500.0,0,0,0,2,0,57,328.0,bronze,0,1
414.0,1,0,0,1,0,55,500.0,bronze,0,1
130.0,1,1,1,1,0,59,195.0,bronze,1,1
375.0,0,1,0,1,0,58,500.0,silver,0,1
336.0,0,0,0,1,0,52,448.0,silver,0,0
375.0,1,0,0,1,0,46,500.0,bronze,0,1
500.0,0,0,0,1,0,24,375.0,bronze,0,0
337.0,1,1,22,8,0,60,449.0,gold,0,1
375.0,0,0,0,1,0,55,500.0,free,0,1
375.0,1,0,0,1,0,57,500.0,bronze,0,1
500.0,1,0,0,1,0,32,375.0,bronze,0,1
500.0,1,1,0,1,0,29,500.0,bronze,1,0
331.0,0,1,0,1,0,60,198.0,bronze,0,1
375.0,1,0,0,1,0,58,500.0,free,0,1
375.0,1,1,0,1,0,8,500.0,bronze,1,0
500.0,1,1,0,1,0,58,467.0,bronze,1,1
500.0,0,1,0,8,1,55,147.0,gold_special,0,0
500.0,0,0,0,1,0,56,281.0,free,0,0
500.0,0,0,0,1,0,50,333.0,bronze,0,1
500.0,0,0,0,1,0,43,500.0,bronze,0,0
425.0,0,1,0,1,0,40,425.0,bronze,0,0
375.0,1,1,0,1,0,46,500.0,bronze,1,0
299.0,0,1,0,1,0,26,500.0,bronze,0,0
375.0,0,0,0,1,0,60,500.0,free,0,0
500.0,1,0,0,1,0,26,375.0,free,0,1
377.0,1,1,0,10,0,60,500.0,bronze,0,1
375.0,1,0,0,1,0,39,500.0,free,1,1
375.0,0,0,0,1,0,22,500.0,bronze,0,0
375.0,1,1,1,1,0,46,500.0,bronze,0,0
375.0,0,0,0,1,0,40,500.0,bronze,0,0
500.0,0,0,0,1,0,25,338.0,bronze,0,0
374.0,1,0,0,1,0,37,500.0,bronze,0,1
365.0,1,1,0,4,0,52,500.0,bronze,0,0
365.0,1,1,0,4,0,52,500.0,bronze,0,0
365.0,1,1,0,4,0,52,500.0,bronze,0,0
365.0,1,1,0,4,0,52,500.0,bronze,0,0
90.0,1,1,1,1,0,59,120.0,free,0,0
500.0,1,0,0,1,0,39,312.0,bronze,0,0
280.0,0,0,0,1,0,41,500.0,free,0,0
375.0,0,1,1,11,0,55,500.0,bronze,0,0
